Chrom	Start	End	U50(w<0.01,y=(=1.0,=0.0))	Q95(w<0.01,y=(=1.0,=0.0))	Overlapping Candidate
1	14840001	14880000	0	0.0159045725646123	NA
1	14960001	15000000	0	0.0	NA
1	15080001	15120000	0	0.0799204771371769	NA
1	15120001	15160000	0	0.0616302186878727	NA
1	15160001	15200000	0	0.0467196819085487	NA
1	15200001	15240000	0	0.040755467196819	NA
1	15280001	15320000	0	0.009741550695825	NA
1	15440001	15480000	0	0.062624254473161	NA
1	15560001	15600000	0	0.0019880715705765	NA
1	15600001	15640000	0	0.0805168986083499	NA
1	15640001	15680000	0	0.0	NA
1	15680001	15720000	0	0.0	NA
1	15720001	15760000	0	0.0	NA
1	15760001	15800000	0	0.0	NA
1	16040001	16080000	0	0.0099403578528827	NA
1	16080001	16120000	0	0.0049701789264413	NA
1	16120001	16160000	0	0.0019880715705765	NA
1	16320001	16360000	0	0.0271371769383697	NA
1	16360001	16400000	0	0.0248508946322067	NA
1	16400001	16440000	0	0.0259443339960238	NA
1	16440001	16480000	0	0.0	NA
1	16480001	16520000	0	0.0	NA
1	16520001	16560000	0	0.1053677932405566	NA
1	16560001	16600000	0	0.1073558648111332	NA
1	16600001	16640000	0	0.1073558648111332	NA
1	16680001	16720000	0	0.1073558648111332	NA
1	16720001	16760000	0	0.1061630218687872	NA
1	16760001	16800000	0	0.0773359840954274	NA
1	17280001	17320000	0	0.0	NA
1	17400001	17440000	0	0.0062624254473161	NA
1	17440001	17480000	0	0.0063618290258449	NA
1	17480001	17520000	0	0.0019880715705765	NA
1	17520001	17560000	0	0.0268389662027833	NA
1	17560001	17600000	0	0.0	NA
1	17600001	17640000	0	0.0	NA
1	17640001	17680000	0	0.0303180914512922	NA
1	17680001	17720000	0	0.0308151093439363	NA
1	17720001	17760000	0	0.0009940357852882	NA
1	17760001	17800000	0	0.0019880715705765	NA
1	17800001	17840000	0	0.0	NA
1	17880001	17920000	0	0.0264413518886679	NA
1	17920001	17960000	0	0.0	NA
1	17960001	18000000	0	0.0	NA
1	18080001	18120000	0	0.0	NA
1	18160001	18200000	0	0.0007952286282306	NA
1	18200001	18240000	0	0.0	NA
1	18240001	18280000	0	0.0	NA
1	18280001	18320000	0	0.0	NA
1	18560001	18600000	0	0.0009940357852882	NA
1	18600001	18640000	0	0.0	NA
1	18640001	18680000	0	0.0	NA
1	18760001	18800000	0	0.002534791252485	NA
1	18800001	18840000	0	0.0	NA
1	18880001	18920000	0	0.0	NA
1	18920001	18960000	0	0.0	NA
1	18960001	19000000	0	0.0019880715705765	NA
1	19000001	19040000	0	0.0009940357852882	NA
1	19040001	19080000	0	0.0	NA
1	19480001	19520000	0	0.0	NA
1	19920001	19960000	0	0.0347912524850894	NA
1	19960001	20000000	0	0.0347912524850894	NA
1	20000001	20040000	0	0.0069582504970178	NA
1	20120001	20160000	0	0.0198807157057654	NA
1	20200001	20240000	0	0.0556660039761431	NA
1	20240001	20280000	0	0.036779324055666	NA
1	20480001	20520000	0	0.0	NA
1	20520001	20560000	0	0.0	NA
1	20600001	20640000	0	0.0	NA
1	20680001	20720000	0	0.0008946322067594	NA
1	20760001	20800000	0	0.1317097415506958	NA
1	20800001	20840000	0	0.0019880715705765	NA
1	20840001	20880000	0	0.0019880715705765	NA
1	21000001	21040000	0	0.0427435387673956	NA
1	21040001	21080000	0	0.0417495029821073	NA
1	21080001	21120000	0	0.0417495029821073	NA
1	21120001	21160000	0	0.0417495029821073	NA
1	21160001	21200000	0	0.0417495029821073	NA
1	21200001	21240000	0	0.0417495029821073	NA
1	21280001	21320000	0	0.0435387673956262	NA
1	21320001	21360000	0	0.0417495029821073	NA
1	21360001	21400000	0	0.0417495029821073	NA
1	21400001	21440000	0	0.0417495029821073	NA
1	21440001	21480000	0	0.0417495029821073	NA
1	21480001	21520000	0	0.0462226640159045	NA
1	21520001	21560000	0	0.040755467196819	NA
1	21560001	21600000	0	0.0964214711729622	NA
1	21600001	21640000	0	0.1043737574552683	NA
1	21640001	21680000	0	0.1014910536779324	NA
1	21680001	21720000	0	0.0725646123260437	NA
1	21720001	21760000	0	0.0715705765407554	NA
1	21800001	21840000	0	0.0	NA
1	21840001	21880000	0	0.034741550695825	NA
1	21880001	21920000	0	0.0497017892644135	NA
1	21920001	21960000	0	0.0497017892644135	NA
1	21960001	22000000	0	0.0326043737574552	NA
1	22000001	22040000	0	0.0314115308151093	NA
1	22040001	22080000	0	0.0308151093439363	NA
1	22080001	22120000	0	0.0308151093439363	NA
1	22120001	22160000	0	0.0370775347912524	NA
1	22160001	22200000	0	0.0489065606361829	NA
1	22240001	22280000	0	0.0089463220675944	NA
1	22280001	22320000	0	0.0089463220675944	NA
1	22320001	22360000	0	0.0317097415506958	NA
1	22360001	22400000	0	0.0636182902584493	NA
1	22400001	22440000	0	0.072962226640159	NA
1	22440001	22480000	0	0.0762425447316103	NA
1	22480001	22520000	0	0.0643638170974155	NA
1	22520001	22560000	0	0.069234592445328	NA
1	22560001	22600000	0	0.099403578528827	NA
1	22600001	22640000	0	0.1015904572564612	NA
1	22640001	22680000	0	0.0487077534791252	NA
1	22680001	22720000	0	0.0347912524850894	NA
1	22720001	22760000	0	0.0	NA
1	22840001	22880000	0	0.0079522862823061	NA
1	22880001	22920000	0	0.0080516898608349	NA
1	22920001	22960000	0	0.0	NA
1	23000001	23040000	0	0.0	NA
1	23080001	23120000	0	0.0	NA
1	23120001	23160000	0	0.0	NA
1	23160001	23200000	0	0.0006958250497017	NA
1	23200001	23240000	0	0.0	NA
1	23240001	23280000	0	0.0	NA
1	23280001	23320000	0	0.0	NA
1	23600001	23640000	0	0.0	NA
1	23680001	23720000	0	0.0	NA
1	23720001	23760000	0	0.0	NA
1	23760001	23800000	0	0.0	NA
1	23840001	23880000	0	0.0	NA
1	23880001	23920000	0	0.0	NA
1	23920001	23960000	0	0.0	NA
1	24360001	24400000	0	0.0019880715705765	NA
1	24400001	24440000	0	0.0029821073558648	NA
1	24440001	24480000	0	0.0049701789264413	NA
1	24480001	24520000	0	0.0049701789264413	NA
1	24560001	24600000	0	0.0437375745526838	NA
1	24600001	24640000	0	0.040506958250497	NA
1	24640001	24680000	0	0.0369781312127236	NA
1	24680001	24720000	0	0.0019880715705765	NA
1	24760001	24800000	0	0.0029821073558648	NA
1	24840001	24880000	0	0.0178926441351888	NA
1	25160001	25200000	0	0.0	NA
1	25200001	25240000	0	0.0	NA
1	25240001	25280000	0	0.0	NA
1	25280001	25320000	0	0.0009940357852882	NA
1	25320001	25360000	0	0.0009940357852882	NA
1	25360001	25400000	0	0.0	NA
1	25440001	25480000	0	0.0	NA
1	25480001	25520000	0	0.0009443339960238	NA
1	25520001	25560000	0	0.0	NA
1	25880001	25920000	0	0.0	NA
1	26080001	26120000	0	0.0	NA
1	26240001	26280000	0	0.0	NA
1	26280001	26320000	0	0.0	NA
1	26320001	26360000	0	0.0	NA
1	26360001	26400000	0	0.0	NA
1	26440001	26480000	0	0.000844930417495	NA
1	26560001	26600000	0	0.0009940357852882	NA
1	26600001	26640000	0	0.0009940357852882	NA
1	26640001	26680000	0	0.0009940357852882	NA
1	26680001	26720000	0	0.0009940357852882	NA
1	26720001	26760000	0	0.0	NA
1	26760001	26800000	0	0.0	NA
1	26800001	26840000	0	0.0	NA
1	26840001	26880000	0	0.0	NA
1	26880001	26920000	0	0.0	NA
1	26920001	26960000	0	0.0	NA
1	26960001	27000000	0	0.0	NA
1	27320001	27360000	0	0.0	NA
1	27360001	27400000	0	0.0	NA
1	27440001	27480000	0	0.0	NA
1	27520001	27560000	0	0.0	NA
1	27600001	27640000	0	0.0	NA
1	27840001	27880000	0	0.0	NA
1	27920001	27960000	0	0.0178926441351888	NA
1	27960001	28000000	0	0.0168986083499005	NA
1	28000001	28040000	0	0.0	NA
1	28080001	28120000	0	0.0	NA
1	28240001	28280000	0	0.003976143141153	NA
1	28280001	28320000	0	0.006858846918489	NA
1	28320001	28360000	0	0.0069582504970178	NA
1	28360001	28400000	0	0.0069582504970178	NA
1	28400001	28440000	0	0.0069582504970178	NA
1	29000001	29040000	0	0.0	NA
1	29080001	29120000	0	0.0019880715705765	NA
1	29200001	29240000	0	0.0029821073558648	NA
1	29400001	29440000	0	0.0	NA
1	29440001	29480000	0	0.0	NA
1	29600001	29640000	0	0.0	NA
1	29640001	29680000	0	0.0	NA
1	29680001	29720000	0	0.0	NA
1	29800001	29840000	0	0.0009940357852882	NA
1	30000001	30040000	0	0.0	NA
1	30160001	30200000	0	0.0072564612326043	NA
1	30200001	30240000	0	0.0	NA
1	30280001	30320000	0	0.0009443339960238	NA
1	30360001	30400000	0	0.0	NA
1	30520001	30560000	0	0.0	NA
1	30560001	30600000	0	0.0	NA
1	30680001	30720000	0	0.0	NA
1	30800001	30840000	0	0.0007952286282306	NA
1	30840001	30880000	0	0.0009443339960238	NA
1	30880001	30920000	0	0.0	NA
1	31080001	31120000	0	0.0	NA
1	31160001	31200000	0	0.004572564612326	NA
1	31320001	31360000	0	0.0028330019880715	NA
1	32200001	32240000	0	0.0	NA
1	32280001	32320000	0	0.003976143141153	NA
1	32720001	32760000	0	0.0	NA
1	32760001	32800000	0	0.0	NA
1	32800001	32840000	0	0.0013419483101391	NA
1	32840001	32880000	0	0.0009940357852882	NA
1	32880001	32920000	0	0.0009940357852882	NA
1	33960001	34000000	0	0.0	NA
1	34160001	34200000	0	0.0	NA
1	34200001	34240000	0	0.0267395626242544	NA
1	35320001	35360000	0	0.0	NA
1	35360001	35400000	0	0.0	NA
1	35400001	35440000	0	0.0	NA
1	35440001	35480000	0	0.0	NA
1	35520001	35560000	0	0.0	NA
1	35600001	35640000	0	0.0	NA
1	35640001	35680000	0	0.0	NA
1	35680001	35720000	0	0.000844930417495	NA
1	35720001	35760000	0	0.0009940357852882	NA
1	35760001	35800000	0	0.0009940357852882	NA
1	35800001	35840000	0	0.0009940357852882	NA
1	35840001	35880000	0	0.0009940357852882	NA
1	35880001	35920000	0	0.0009940357852882	NA
1	35920001	35960000	0	0.0009940357852882	NA
1	36000001	36040000	0	0.0009940357852882	NA
1	36040001	36080000	0	0.0009940357852882	NA
1	36080001	36120000	0	0.0009940357852882	NA
1	36120001	36160000	0	0.0009940357852882	NA
1	36160001	36200000	0	0.0	NA
1	36200001	36240000	0	0.0	NA
1	36240001	36280000	0	0.0	NA
1	36280001	36320000	0	0.0	NA
1	36320001	36360000	0	0.0	NA
1	36360001	36400000	0	0.0	NA
1	36400001	36440000	0	0.0	NA
1	36440001	36480000	0	0.0	NA
1	36480001	36520000	0	0.0	NA
1	36520001	36560000	0	0.0	NA
1	36560001	36600000	0	0.0	NA
1	36600001	36640000	0	0.0	NA
1	36640001	36680000	0	0.0	NA
1	36680001	36720000	0	0.0	NA
1	36720001	36760000	0	0.0	NA
1	36760001	36800000	0	0.0	NA
1	36960001	37000000	0	0.0	NA
1	37080001	37120000	0	0.0007455268389662	NA
1	37120001	37160000	0	0.0	NA
1	37160001	37200000	0	0.0	NA
1	37280001	37320000	0	0.0	NA
1	37320001	37360000	0	0.0	NA
1	37360001	37400000	0	0.0005964214711729	NA
1	37400001	37440000	0	0.0	NA
1	37440001	37480000	0	0.0	NA
1	37480001	37520000	0	0.0	NA
1	37880001	37920000	0	0.0089463220675944	NA
1	37920001	37960000	0	0.0412524850894632	NA
1	37960001	38000000	0	0.0553677932405566	NA
1	38000001	38040000	0	0.0546719681908548	NA
1	38040001	38080000	0	0.0546719681908548	NA
1	38080001	38120000	0	0.040755467196819	NA
1	38120001	38160000	0	0.0023856858846918	NA
1	38160001	38200000	0	0.0	NA
1	38400001	38440000	0	0.0	NA
1	38440001	38480000	0	0.0	NA
1	38480001	38520000	0	0.0	NA
1	38520001	38560000	0	0.0373757455268389	NA
1	38720001	38760000	0	0.0	NA
1	38920001	38960000	0	0.0	NA
1	39080001	39120000	0	0.0616302186878727	NA
1	39200001	39240000	0	0.0	NA
1	39240001	39280000	0	0.0270377733598409	NA
1	40080001	40120000	0	0.0009940357852882	NA
1	40120001	40160000	0	0.0733101391650099	NA
1	40440001	40480000	0	0.0	NA
1	40760001	40800000	0	0.0159045725646123	NA
1	41240001	41280000	0	0.0298210735586481	NA
1	41280001	41320000	0	0.0666003976143141	NA
1	41440001	41480000	0	0.0893638170974155	NA
1	41480001	41520000	0	0.0894632206759443	NA
1	41800001	41840000	0	0.0347912524850894	NA
1	41840001	41880000	0	0.2239065606361829	NA
1	41880001	41920000	0	0.0486083499005964	NA
1	41920001	41960000	0	0.0854870775347912	NA
1	41960001	42000000	0	0.0596421471172962	NA
1	42000001	42040000	0	0.0019880715705765	NA
1	42040001	42080000	0	0.0019880715705765	NA
1	42080001	42120000	0	0.0268389662027833	NA
1	42120001	42160000	0	0.024403578528827	NA
1	42160001	42200000	0	0.0218687872763419	NA
1	42200001	42240000	0	0.0198807157057654	NA
1	42240001	42280000	0	0.0198807157057654	NA
1	42280001	42320000	0	0.0198807157057654	NA
1	42320001	42360000	0	0.0276341948310139	NA
1	42360001	42400000	0	0.0269383697813121	NA
1	42400001	42440000	0	0.0238568588469184	NA
1	42440001	42480000	0	0.0237574552683896	NA
1	42480001	42520000	0	0.0228628230616302	NA
1	42560001	42600000	0	0.0009443339960238	NA
1	42600001	42640000	0	0.0	NA
1	42880001	42920000	0	0.0	NA
1	43040001	43080000	0	0.0	NA
1	43080001	43120000	0	0.0	NA
1	43120001	43160000	0	0.0	NA
1	43200001	43240000	0	0.0008946322067594	NA
1	43280001	43320000	0	0.0	NA
1	43400001	43440000	0	0.0	NA
1	43440001	43480000	0	0.0	NA
1	43520001	43560000	0	0.0	NA
1	43640001	43680000	0	0.0009443339960238	NA
1	43680001	43720000	0	0.0033797216699801	NA
1	43720001	43760000	0	0.003976143141153	NA
1	43760001	43800000	0	0.0	NA
1	44040001	44080000	0	0.0	NA
1	44120001	44160000	0	0.0	NA
1	44440001	44480000	0	0.0009940357852882	NA
1	44480001	44520000	0	0.000844930417495	NA
1	44520001	44560000	0	0.0	NA
1	44840001	44880000	0	0.0	NA
1	44880001	44920000	0	0.0148111332007952	NA
1	44920001	44960000	0	0.0129224652087475	NA
1	44960001	45000000	0	0.0009940357852882	NA
1	45000001	45040000	0	0.0	NA
1	45040001	45080000	0	0.0	NA
1	45080001	45120000	0	0.0	NA
1	45120001	45160000	0	0.0	NA
1	45160001	45200000	0	0.0059642147117296	NA
1	45200001	45240000	0	0.0059642147117296	NA
1	45240001	45280000	0	0.0059642147117296	NA
1	45280001	45320000	0	0.0059642147117296	NA
1	45320001	45360000	0	0.003976143141153	NA
1	45360001	45400000	0	0.003976143141153	NA
1	45440001	45480000	0	0.0049701789264413	NA
1	45480001	45520000	0	0.0049701789264413	NA
1	46520001	46560000	0	0.0	NA
1	46720001	46760000	0	0.0	NA
1	46800001	46840000	0	0.0	NA
1	47200001	47240000	0	0.0089463220675944	NA
1	47640001	47680000	0	0.0	NA
1	47680001	47720000	0	0.0	NA
1	47720001	47760000	0	0.0	NA
1	47760001	47800000	0	0.0	NA
1	47800001	47840000	0	0.0	NA
1	47840001	47880000	0	0.0	NA
1	47920001	47960000	0	0.0	NA
1	47960001	48000000	0	0.0	NA
1	48000001	48040000	0	0.0	NA
1	48040001	48080000	0	0.0	NA
1	48080001	48120000	0	0.0	NA
1	48120001	48160000	0	0.0	NA
1	48200001	48240000	0	0.0039264413518886	NA
1	48240001	48280000	0	0.003976143141153	NA
1	48480001	48520000	0	0.0	NA
1	48680001	48720000	0	0.0	NA
1	49000001	49040000	0	0.003976143141153	NA
1	49040001	49080000	0	0.0009940357852882	NA
1	49080001	49120000	0	0.0	NA
1	49120001	49160000	0	0.0	NA
1	49160001	49200000	0	0.0	NA
1	49200001	49240000	0	0.0	NA
1	49240001	49280000	0	0.0	NA
1	49280001	49320000	0	0.0	NA
1	49320001	49360000	0	0.0	NA
1	49360001	49400000	0	0.0	NA
1	49400001	49440000	0	0.0	NA
1	49440001	49480000	0	0.0	NA
1	49480001	49520000	0	0.0007455268389662	NA
1	49520001	49560000	0	0.0	NA
1	49560001	49600000	0	0.0	NA
1	49600001	49640000	0	0.0	NA
1	49640001	49680000	0	0.0	NA
1	49680001	49720000	0	0.0	NA
1	49720001	49760000	0	0.0	NA
1	49800001	49840000	0	0.0	NA
1	49880001	49920000	0	0.0	NA
1	49920001	49960000	0	0.0	NA
1	49960001	50000000	0	0.0	NA
1	50000001	50040000	0	0.0	NA
1	50040001	50080000	0	0.0	NA
1	50080001	50120000	0	0.0	NA
1	50120001	50160000	0	0.0	NA
1	50160001	50200000	0	0.0	NA
1	50200001	50240000	0	0.0	NA
1	50240001	50280000	0	0.0	NA
1	50280001	50320000	0	0.0	NA
1	50320001	50360000	0	0.0	NA
1	50360001	50400000	0	0.0	NA
1	50440001	50480000	0	0.0	NA
1	50480001	50520000	0	0.0	NA
1	50520001	50560000	0	0.0	NA
1	50560001	50600000	0	0.0	NA
1	50600001	50640000	0	0.0	NA
1	50640001	50680000	0	0.0	NA
1	50680001	50720000	0	0.0006958250497017	NA
1	50760001	50800000	0	0.0009940357852882	NA
1	50880001	50920000	0	0.0134194831013916	NA
1	50920001	50960000	0	0.0134194831013916	NA
1	50960001	51000000	0	0.0	NA
1	51000001	51040000	0	0.0	NA
1	51040001	51080000	0	0.0	NA
1	51080001	51120000	0	0.0	NA
1	51120001	51160000	0	0.0	NA
1	51160001	51200000	0	0.0	NA
1	51200001	51240000	0	0.0009443339960238	NA
1	51240001	51280000	0	0.0	NA
1	51280001	51320000	0	0.0	NA
1	51320001	51360000	0	0.0	NA
1	51360001	51400000	0	0.0	NA
1	51400001	51440000	0	0.0	NA
1	51440001	51480000	0	0.0	NA
1	51480001	51520000	0	0.0	NA
1	51520001	51560000	0	0.0	NA
1	51640001	51680000	0	0.0512425447316103	NA
1	52000001	52040000	0	0.0178926441351888	NA
1	52040001	52080000	0	0.0178926441351888	NA
1	52240001	52280000	0	0.0113817097415506	NA
1	53600001	53640000	0	0.0	NA
1	53640001	53680000	0	0.0089463220675944	NA
1	53680001	53720000	0	0.0069582504970178	NA
1	53720001	53760000	0	0.0579522862823061	NA
1	53800001	53840000	0	0.0524850894632206	NA
1	53880001	53920000	0	0.003976143141153	NA
1	53920001	53960000	0	0.003976143141153	NA
1	53960001	54000000	0	0.0	NA
1	54000001	54040000	0	0.0	NA
1	54040001	54080000	0	0.0	NA
1	54120001	54160000	0	0.0	NA
1	54160001	54200000	0	4.970178926441422e-05	NA
1	54200001	54240000	0	0.031013916500994	NA
1	54240001	54280000	0	0.0387673956262425	NA
1	54280001	54320000	0	0.0387673956262425	NA
1	54480001	54520000	0	0.0	NA
1	54520001	54560000	0	0.0	NA
1	54640001	54680000	0	0.0	NA
1	54680001	54720000	0	0.0	NA
1	54720001	54760000	0	0.0033797216699801	NA
1	54800001	54840000	0	0.0	NA
1	54840001	54880000	0	0.0009940357852882	NA
1	55040001	55080000	0	0.0157057654075546	NA
1	55280001	55320000	0	0.0	NA
1	55360001	55400000	0	0.0019880715705765	NA
1	55400001	55440000	0	0.0008946322067594	NA
1	55440001	55480000	0	0.0057654075546719	NA
1	55520001	55560000	0	0.0	NA
1	55600001	55640000	0	0.0	NA
1	55680001	55720000	0	0.0218687872763419	NA
1	56000001	56040000	0	0.0009940357852882	NA
1	56040001	56080000	0	0.0	NA
1	56080001	56120000	0	0.0	NA
1	56120001	56160000	0	0.0	NA
1	56440001	56480000	0	0.0487077534791252	NA
1	56520001	56560000	0	0.0278330019880715	NA
1	56760001	56800000	0	0.073558648111332	NA
1	56920001	56960000	0	0.0	NA
1	57000001	57040000	0	0.0318091451292246	NA
1	57280001	57320000	0	0.0079522862823061	NA
1	57320001	57360000	0	0.0069582504970178	NA
1	57360001	57400000	0	0.0188866799204771	NA
1	57400001	57440000	0	0.0	NA
1	57440001	57480000	0	0.003976143141153	NA
1	57480001	57520000	0	0.0	NA
1	57520001	57560000	0	0.0009940357852882	NA
1	57600001	57640000	0	0.0	NA
1	57640001	57680000	0	0.0	NA
1	57680001	57720000	0	0.0	NA
1	57720001	57760000	0	0.0	NA
1	58000001	58040000	0	0.0	NA
1	58040001	58080000	0	0.0	NA
1	58080001	58120000	0	0.0	NA
1	58120001	58160000	0	0.0	NA
1	58160001	58200000	0	0.0604373757455268	NA
1	58200001	58240000	0	0.0777335984095427	NA
1	58240001	58280000	0	0.0650596421471172	NA
1	58280001	58320000	0	0.0	NA
1	58320001	58360000	0	0.0	NA
1	58800001	58840000	0	0.0	NA
1	58840001	58880000	0	0.1905566600397614	NA
1	58920001	58960000	0	0.0	NA
1	59040001	59080000	0	0.0	NA
1	59080001	59120000	0	0.0	NA
1	59120001	59160000	0	0.0	NA
1	59160001	59200000	0	0.0009940357852882	NA
1	59200001	59240000	0	0.0	NA
